ID,probability
TEST_00210,0.5823336023002605
TEST_00211,0.23986934236077928
TEST_00212,0.27525063413949574
TEST_00213,0.1700030882562496
TEST_00214,0.4870243856787624
TEST_00215,0.39419180745095306
TEST_00216,0.5090501114429395
TEST_00217,0.42697205802520644
TEST_00218,0.6448730911305066
TEST_00219,0.3182539985297067
TEST_00220,0.6962030190812913
TEST_00221,0.5615028897893366
TEST_00222,0.18078634933610338
TEST_00223,0.40946026986576045
TEST_00224,0.19838149506701436
TEST_00225,0.45685835896730004
TEST_00226,0.366071822442481
TEST_00227,0.49454562894350335
TEST_00228,0.0026532467699757895
TEST_00229,0.4624986426311365
TEST_00230,0.4524891361075986
TEST_00231,0.5269746989762638
TEST_00232,0.384303970617531
TEST_00233,0.4660507265138522
TEST_00234,0.4800076821095338
TEST_00235,0.6477756491195175
TEST_00236,0.46595035002828045
TEST_00237,0.002141945556020529
TEST_00238,0.004057008934276271
TEST_00239,0.5610567504964213
TEST_00240,0.43007393678062344
TEST_00241,0.5454910708435896
TEST_00242,0.4548831434901899
TEST_00243,0.33023819069092847
TEST_00244,0.0014653793735405981
TEST_00245,0.6550625555334637
TEST_00246,0.5214469343858628
TEST_00247,0.19433176408289987
TEST_00248,0.5024187824474977
TEST_00249,0.6095613952145762
TEST_00250,0.34538427560702223
TEST_00251,0.001797899559087601
TEST_00252,0.5636869034192706
TEST_00253,0.023650384604263976
TEST_00254,0.5165334938095456
TEST_00255,0.6685419580513694
TEST_00256,0.4100550980118135
TEST_00257,0.491070151673583
TEST_00258,0.5310572650458382
TEST_00259,0.6459170195907191
TEST_00260,0.0016672200451095796
TEST_00261,0.002073962238823649
TEST_00262,0.0027032581988353154
TEST_00263,0.6406691874241839
TEST_00264,0.3512574983371961
TEST_00265,0.46501470141326773
TEST_00266,0.31058915359411626
TEST_00267,0.0020272104233652033
TEST_00268,0.3287705077583118
TEST_00269,0.5121351838392636
TEST_00270,0.266726536594779
TEST_00271,0.0028973428388148342
TEST_00272,0.37083048696281934
TEST_00273,0.37937520053344326
TEST_00274,0.39980277064378855
TEST_00275,0.05752457255404103
TEST_00276,0.0014791029101726752
TEST_00277,0.3862891515442632
TEST_00278,0.5019013695924786
TEST_00279,0.6288276913921249
TEST_00280,0.002121581966257146
TEST_00281,0.2285161421479645
TEST_00282,0.003485895295660353
TEST_00283,0.0021668529032855535
TEST_00284,0.529948345167764
TEST_00285,0.4132206298550606
TEST_00286,0.11231832421497533
TEST_00287,0.6513162358541298
TEST_00288,0.0018378899136324905
TEST_00289,0.5273062205125404
TEST_00290,0.27285460427333996
TEST_00291,0.4246865767910356
TEST_00292,0.56473196224183
TEST_00293,0.0026402511648229753
TEST_00294,0.6936039360400068
TEST_00295,0.45918424829124027
TEST_00296,0.0121826934784748
TEST_00297,0.002065455454303561
TEST_00298,0.6663067620864758
TEST_00299,0.49220389617822957
TEST_00300,0.26242966110742283
TEST_00301,0.6007871359040946
TEST_00302,0.46595607487538643
TEST_00303,0.5459340571184813
TEST_00304,0.686327538001573
TEST_00305,0.6111713760324864
TEST_00306,0.34699565182798775
TEST_00307,0.6542975973377508
TEST_00308,0.5880085620869324
TEST_00309,0.6143900757167017
TEST_00310,0.5550179675992862
TEST_00311,0.5840493150850383
TEST_00312,0.23319137004077573
TEST_00313,0.24570249371292507
TEST_00314,0.6285115528181583
TEST_00315,0.4832520717932022
TEST_00316,0.04583482351973835
TEST_00317,0.20104765870656977
TEST_00318,0.0008620674726907102
TEST_00319,0.00393713170362415
TEST_00320,0.5746295185712347
TEST_00321,0.37465463822823664
TEST_00322,0.1929567594223815
TEST_00323,0.3626575289587721
TEST_00324,0.43963842592199587
TEST_00325,0.0010662996290939698
TEST_00326,0.4459045936997238
TEST_00327,0.43609254944230896
TEST_00328,0.25997953315377653
TEST_00329,0.4728359952396637
TEST_00330,0.49256917145918877
TEST_00331,0.0004939210682307816
TEST_00332,0.5725054657461315
TEST_00333,0.5357998354881911
TEST_00334,0.564207406682182
TEST_00335,0.4614547124191126
TEST_00336,0.0022090064658640707
TEST_00337,0.2663291936304577
TEST_00338,0.47217849019858504
TEST_00339,0.4409359219729374
TEST_00340,0.4993333992132988
TEST_00341,0.42900359518007425
TEST_00342,0.23770437041249426
TEST_00343,0.0913864195847364
TEST_00344,0.3200658104650083
TEST_00345,0.04682531209739309
TEST_00346,0.4455967799863416
TEST_00347,0.3774382615245653
TEST_00348,0.5414539591307216
TEST_00349,0.454441397957485
TEST_00350,0.41399765931625704
TEST_00351,0.5187433063385845
TEST_00352,0.004305090290342331
TEST_00353,0.00459004472451439
TEST_00354,0.2898873439330789
TEST_00355,0.5438078555100863
TEST_00356,0.09239788252315927
TEST_00357,0.0023613607272516468
TEST_00358,0.002722239734697805
TEST_00359,0.6111445480393042
TEST_00360,0.5085203105753942
TEST_00361,0.31579537965093596
TEST_00362,0.479657964047097
TEST_00363,0.002610964823064883
TEST_00364,0.44755461862500134
TEST_00365,0.33212507203421376
TEST_00366,0.4396965451623187
TEST_00367,0.31414739318157947
TEST_00368,0.4000806642420984
TEST_00369,0.13134595504268395
TEST_00370,0.0021425472072769043
TEST_00371,0.20944457639389896
TEST_00372,0.41123784752820847
TEST_00373,0.588071998625155
TEST_00374,0.5149229874574696
TEST_00375,0.004057451859866683
TEST_00376,0.0013400853500606514
TEST_00377,0.42394749289150974
TEST_00378,0.4758708021761594
TEST_00379,0.2760166606319357
TEST_00380,0.0031679553489635474
TEST_00381,0.5882532683201386
TEST_00382,0.5839365003919186
TEST_00383,0.2130622868618777
TEST_00384,0.5493370532893668
TEST_00385,0.3180910590832821
TEST_00386,0.6701372734763912
TEST_00387,0.4106435133760684
TEST_00388,0.4359739674948504
TEST_00389,0.34690969154733864
TEST_00390,0.5872245456969822
TEST_00391,0.6631824587655013
TEST_00392,0.4821622764188611
TEST_00393,0.4573995223784941
TEST_00394,0.18421436654351145
TEST_00395,0.6161678624542509
TEST_00396,0.49084492163524623
TEST_00397,0.002086254923593208
TEST_00398,0.2519901015839361
TEST_00399,0.0010996967905468418
TEST_00400,0.4855377363007086
TEST_00401,0.0019311999353506834
TEST_00402,0.20784855182800027
TEST_00403,0.013522433092709604
TEST_00404,0.5896792915521983
TEST_00405,0.6262335840976323
TEST_00406,0.15556842332760526
TEST_00407,0.394396357324452
TEST_00408,0.42061341397536167
TEST_00409,0.19580199981817226
TEST_00410,0.10051633719570031
TEST_00411,0.2986734312372453
TEST_00412,0.23283482077192957
TEST_00413,0.5843176746444292
TEST_00414,0.49949376793083655
TEST_00415,0.34376503639151434
TEST_00416,0.6366337682936307
TEST_00417,0.6288173790980871
TEST_00418,0.6089841899446871
TEST_00419,0.1725145021929493
TEST_00420,0.10667111805256241
TEST_00421,0.5001876935412104
TEST_00422,0.625299081815905
TEST_00423,0.0006149532146742483
TEST_00424,0.27459864595748235
TEST_00425,0.2873815596740365
TEST_00426,0.4302434218820054
TEST_00427,0.5025106563287773
TEST_00428,0.39148360481967853
TEST_00429,0.3167907219829748
TEST_00430,0.5673351065078179
TEST_00431,0.5699304707654823
TEST_00432,0.3691706967720359
TEST_00433,0.0029811561058911812
TEST_00434,0.6323332265399113
TEST_00435,0.44564239016507484
TEST_00436,0.0012666065672662684
TEST_00437,0.40579659030838156
TEST_00438,0.0017413336246298965
TEST_00439,0.002888504414652688
TEST_00440,0.5705579604101769
TEST_00441,0.6318757908615091
TEST_00442,0.5380903053585618
TEST_00443,0.503915079076557
TEST_00444,0.0039608201813589585
TEST_00445,0.49015526510533747
TEST_00446,0.15213479969150134
TEST_00447,0.5782786987288262
TEST_00448,0.5138042495772708
TEST_00449,0.004990760460262278
TEST_00450,0.5657756883674927
TEST_00451,0.00022746305060758785
TEST_00452,0.4745368708997034
TEST_00453,0.6192308345604055
TEST_00454,0.4205275992110815
TEST_00455,0.3634609661166075
TEST_00456,0.003717101412123992
TEST_00457,0.5019734522541022
TEST_00458,0.23972131195496504
TEST_00459,0.480032987858038
TEST_00460,0.005246869207539765
TEST_00461,0.5738724480693126
TEST_00462,0.4776415314279284
TEST_00463,0.2728298886179321
TEST_00464,0.44469983457653106
TEST_00465,0.4275550844895677
TEST_00466,0.39748035192936315
TEST_00467,0.5186104300696599
TEST_00468,0.6643333593995059
TEST_00469,0.004074335102276059
TEST_00470,0.4680123310299774
TEST_00471,0.5607448992462618
TEST_00472,0.6189785824696417
TEST_00473,0.4359553984154057
TEST_00474,0.6529991304240355
TEST_00475,0.46455061804509545
TEST_00476,0.0009785786339816887
TEST_00477,0.5713483428458114
TEST_00478,0.35486761763943087
TEST_00479,0.34960243933717927
TEST_00480,0.5891453933240998
TEST_00481,0.2769581969491744
TEST_00482,0.4184047857200107
TEST_00483,0.4663428720155201
TEST_00484,0.29304881843588054
TEST_00485,0.4178134123911773
TEST_00486,0.4199203258658578
TEST_00487,0.559112350839659
TEST_00488,0.3812848824761361
TEST_00489,0.4822175936523396
TEST_00490,0.47146040636498787
TEST_00491,0.5660658563086605
TEST_00492,0.39603284235477826
TEST_00493,0.41611765806300344
TEST_00494,0.007440274565682559
TEST_00495,0.6492135352511237
TEST_00496,0.4270561452927061
TEST_00497,0.5378575100803891
TEST_00498,0.39435497087041094
TEST_00499,0.6543834449281379
TEST_00500,0.0014578506416345555
TEST_00501,0.0018366117605014903
TEST_00502,0.10372964339746932
TEST_00503,0.4835547360119302
TEST_00504,0.0015479253772654913
TEST_00505,0.646318535266031
TEST_00506,0.0020209272176646797
TEST_00507,0.3727319448143069
TEST_00508,0.5951486824052519
TEST_00509,0.32572910794912274
TEST_00510,0.3365859638977885
TEST_00511,0.04757342959643579
TEST_00512,0.016653162853732466
TEST_00513,0.050273026544858414
TEST_00514,0.6431320103218655
TEST_00515,0.4581922485463259
TEST_00516,0.6090025761389287
TEST_00517,0.46017174100621305
TEST_00518,0.3101258537082335
TEST_00519,0.48715272684603605
TEST_00520,0.0022464804170451644
TEST_00521,0.06685813793018035
TEST_00522,0.004135386025148068
TEST_00523,0.42395022901823515
TEST_00524,0.46095194786585936
TEST_00525,0.18096520060037966
TEST_00526,0.25528505699393983
TEST_00527,0.003911379081525593
TEST_00528,0.3828881074569794
TEST_00529,0.44019613029760896
TEST_00530,0.5171437612137455
TEST_00531,0.5588830752713965
TEST_00532,0.6277395403482554
TEST_00533,0.00382592532311717
TEST_00534,0.3819477108129887
TEST_00535,0.21523196663318644
TEST_00536,0.6088914742417466
TEST_00537,0.0029605255659559786
TEST_00538,0.003533569940248475
TEST_00539,0.06939558922035147
TEST_00540,0.5226728447512636
TEST_00541,0.40772381291257004
TEST_00542,0.0018841673311385096
TEST_00543,0.45175622626803613
TEST_00544,0.26884208182974045
TEST_00545,0.5131119492630347
TEST_00546,0.5473264430481177
TEST_00547,0.0019677501687242636
TEST_00548,0.6435355043521789
TEST_00549,0.34485722996399704
TEST_00550,0.46219356214860396
TEST_00551,0.4650133480724228
TEST_00552,0.4191830962762546
TEST_00553,0.2009997712742214
TEST_00554,0.35808335219536935
TEST_00555,0.46651048052771793
TEST_00556,0.3136774624509668
TEST_00557,0.5006478116552227
TEST_00558,0.5945367481855356
TEST_00559,0.005777867907239569
TEST_00560,0.3201859045094924
TEST_00561,0.13887637860675198
TEST_00562,0.7569070382678933
TEST_00563,0.005206580760738052
TEST_00564,0.4844889740337982
TEST_00565,0.34180108495503114
TEST_00566,0.40309984342200433
TEST_00567,0.23540664513998855
TEST_00568,0.35128149911968987
TEST_00569,0.3268825787887238
TEST_00570,0.2981168748809422
TEST_00571,0.44175229410525724
TEST_00572,0.0018987903778749917
TEST_00573,0.005140286089219792
TEST_00574,0.5240120709765319
TEST_00575,0.11755222164083817
TEST_00576,0.3519927527501956
TEST_00577,0.38907515547009475
TEST_00578,0.5090129540020354
TEST_00579,0.6109140673156954
TEST_00580,0.0005302964386996844
TEST_00581,0.5151368857732641
TEST_00582,0.24125441278351867
TEST_00583,0.4423771537364478
TEST_00584,0.37750377848600786
TEST_00585,0.42811174283902065
TEST_00586,0.20019855027803476
TEST_00587,0.3434741896757806
TEST_00588,0.5030245365936533
TEST_00589,0.0016551001781315228
TEST_00590,0.34592267257007736
TEST_00591,0.2919779556744646
TEST_00592,0.3795850956680158
TEST_00593,0.4310567106901695
TEST_00594,0.002020613375940691
TEST_00595,0.32362148909034266
TEST_00596,0.5367912262765439
TEST_00597,0.5599385502546241
TEST_00598,0.4071345847543361
TEST_00599,0.37029145467054714
TEST_00600,0.07517766218378466
TEST_00601,0.45446024918430394
TEST_00602,0.4705063296845188
TEST_00603,0.5550964457025177
TEST_00604,0.32393141196022
TEST_00605,0.5769402459523001
TEST_00606,0.08408202358017806
TEST_00607,0.4372629712482069
TEST_00608,0.33634602855990825
TEST_00609,0.6868156181043779
TEST_00610,0.0018652562219436534
TEST_00611,0.22702648384561105
TEST_00612,0.4334682879687041
TEST_00613,0.4947250954055488
TEST_00614,0.5296633557517627
TEST_00615,0.5954486756589619
TEST_00616,0.4911640273682466
TEST_00617,0.35194572511982725
TEST_00618,0.2000379473876734
TEST_00619,0.2562295580990161
TEST_00620,0.3157536438985114
TEST_00621,0.2704273749150081
TEST_00622,0.5696773702627693
TEST_00623,0.6124590311747461
TEST_00624,0.589319658730953
TEST_00625,0.5942100994091417
TEST_00626,0.4037025038443382
TEST_00627,0.3343906361024287
TEST_00628,0.6303751018209499
TEST_00629,0.23074172566475942
TEST_00630,0.38314167629838847
TEST_00631,0.19882646678489743
TEST_00632,0.6263780776962478
TEST_00633,0.5196193129935461
TEST_00634,0.6069013168015067
TEST_00635,0.618145709855856
TEST_00636,0.37998064441542656
TEST_00637,0.5924807521191346
TEST_00638,0.0041388317273710696
TEST_00639,0.646777106924664
TEST_00640,0.0021763087638254283
TEST_00641,0.000875409734449675
TEST_00642,0.6777655734029204
TEST_00643,0.4068749357683735
TEST_00644,0.20408897860763686
TEST_00645,0.21016849266300378
TEST_00646,0.0025341680535384144
TEST_00647,0.13496604617118596
TEST_00648,0.6074621456465904
TEST_00649,0.5343911872142952
TEST_00650,0.17465779693519926
TEST_00651,0.4849044288852913
TEST_00652,0.6244140792224946
TEST_00653,0.37006574385461666
TEST_00654,0.000871501385432221
TEST_00655,0.6293825573617025
TEST_00656,0.4628528762345898
TEST_00657,0.0024021143025339895
TEST_00658,0.2103231520681689
TEST_00659,0.29682758783598884
TEST_00660,0.0007756805735278278
TEST_00661,0.5876849733494981
TEST_00662,0.23709384205771442
TEST_00663,0.0029977418840377665
TEST_00664,0.47436576177928524
TEST_00665,0.0018784155050980394
TEST_00666,0.33155247784770825
TEST_00667,0.0005601375726501465
TEST_00668,0.33107993620938975
TEST_00669,0.3962861216498061
TEST_00670,0.19664797278188093
TEST_00671,0.5120124869655558
TEST_00672,0.5150549356355373
TEST_00673,0.0031539004308772716
TEST_00674,0.3595239281280159
TEST_00675,0.2569374439851913
TEST_00676,0.6043991581525491
TEST_00677,0.2492360700600908
TEST_00678,0.3152476208993331
TEST_00679,0.567590731319528
TEST_00680,0.3596652583515697
TEST_00681,0.0007264793435480102
TEST_00682,0.000706023082773581
TEST_00683,0.04847975804195855
TEST_00684,0.5055491281874419
TEST_00685,0.2628180761719464
TEST_00686,0.5846054838361217
TEST_00687,0.0950195293637723
TEST_00688,0.40964514378174244
TEST_00689,0.5249805419287333
TEST_00690,0.4248743880743565
TEST_00691,0.5778656239064545
TEST_00692,0.08309482088042759
TEST_00693,0.30804667539323527
TEST_00694,0.1570241568639968
TEST_00695,0.3720484487159006
TEST_00696,0.033196728301493963
TEST_00697,0.5607656678375694
TEST_00698,0.6342149263584068
TEST_00699,0.000834716945292166
TEST_00700,0.3797291887246188
TEST_00701,0.453336574914443
TEST_00702,0.2560743559345768
TEST_00703,0.333081342316508
TEST_00704,0.5450772399127545
TEST_00705,0.6122781839178207
TEST_00706,0.3516139724000957
TEST_00707,0.002233485199642637
TEST_00708,0.0013949981316520657
TEST_00709,0.47315473650365925
TEST_00710,0.5853329008082762
TEST_00711,0.3495938529667884
TEST_00712,0.4118443294158216
TEST_00713,0.07037988423414263
TEST_00714,0.593994743727782
TEST_00715,0.0009299099818537227
TEST_00716,0.3867957166387454
TEST_00717,0.45644864412534436
TEST_00718,0.13226839102110793
TEST_00719,0.49685791621297504
TEST_00720,0.3723520772741339
TEST_00721,0.5602348978994003
TEST_00722,0.0027621170020001346
TEST_00723,0.5271663437178108
TEST_00724,0.002081658588088597
TEST_00725,0.002891190222822098
TEST_00726,0.5571191023423663
TEST_00727,0.416280787617654
TEST_00728,0.29814574154310536
TEST_00729,0.4118354703459328
TEST_00730,0.3676219757694961
TEST_00731,0.003899042487828963
TEST_00732,0.5650138217508098
TEST_00733,0.39679315373645785
TEST_00734,0.210916192062018
TEST_00735,0.6592801781937094
TEST_00736,0.39537322623683896
TEST_00737,0.22407845345933558
TEST_00738,0.4563413903436505
TEST_00739,0.13026441093300967
TEST_00740,0.3515111057487448
TEST_00741,0.2789973635857693
TEST_00742,0.26258013908870437
TEST_00743,0.6689757141913302
TEST_00744,0.4812670534442195
TEST_00745,0.6266439898081151
TEST_00746,0.002995842961132246
TEST_00747,0.5095627094419125
TEST_00748,0.3827725174590027
TEST_00749,0.0001440280047068158
TEST_00750,0.5580943078533913
TEST_00751,0.002831340676738215
TEST_00752,0.13780320841486096
TEST_00753,0.4472356167128359
TEST_00754,0.41284462789306264
TEST_00755,0.05241408224433957
TEST_00756,0.4866342594508329
TEST_00757,0.4065099670331018
TEST_00758,0.6430782304030419
TEST_00759,0.581522008288532
TEST_00760,0.019684599737913294
TEST_00761,0.3039996950246206
TEST_00762,0.5734063575587798
TEST_00763,0.16926354891915263
TEST_00764,0.23466230529227688
TEST_00765,0.37327422418208717
TEST_00766,0.391631479991684
TEST_00767,0.36307097776521363
TEST_00768,0.5347240271238507
TEST_00769,0.03366296930549727
TEST_00770,0.3404998713095648
TEST_00771,0.3432538843892312
TEST_00772,0.13475890174342742
TEST_00773,0.2418964482235356
TEST_00774,0.5764936354533201
TEST_00775,0.5310976447918281
TEST_00776,0.5446402182157686
TEST_00777,0.5420695415385834
TEST_00778,0.3937290542250854
TEST_00779,0.25815091247337607
TEST_00780,0.5190465479864816
TEST_00781,0.38988226925378866
TEST_00782,0.3264906330657324
TEST_00783,0.5317986770174452
TEST_00784,0.579693532694484
TEST_00785,0.5273819619828845
TEST_00786,0.5053231447777855
TEST_00787,0.6946633247032001
TEST_00788,0.0027114368085479033
TEST_00789,0.672355017781979
TEST_00790,0.1585711726979256
TEST_00791,0.7349097751320033
TEST_00792,0.4678110896289239
TEST_00793,0.6171246192927501
TEST_00794,0.2799131173475705
TEST_00795,0.34003544600966557
TEST_00796,0.6396528248853999
TEST_00797,0.41861620240009334
TEST_00798,0.2509281097025967
TEST_00799,0.49892032336930353
TEST_00800,0.46891154056828027
TEST_00801,0.2905413481142561
TEST_00802,0.3831833448918718
TEST_00803,0.4943844275699264
TEST_00804,0.4500862674578905
TEST_00805,0.3670706358365261
TEST_00806,0.0025457078898570734
TEST_00807,0.001874619870218059
TEST_00808,0.6505777882060089
TEST_00809,0.3974142403558772
TEST_00810,0.00015095686847527926
TEST_00811,0.49427735214142904
TEST_00812,0.5978802597919347
TEST_00813,0.5890961930503438
TEST_00814,0.2869086224636601
TEST_00815,0.18509146503824347
TEST_00816,0.5273437756475006
TEST_00817,0.36109528327772844
TEST_00818,0.34801817099817767
TEST_00819,0.5564482159107299
TEST_00820,0.5709449168677032
TEST_00821,0.19169869727112124
TEST_00822,0.6411061212152307
TEST_00823,0.4117297902792232
TEST_00824,0.5574484723735005
TEST_00825,0.6350102786310965
TEST_00826,0.4339973995646912
TEST_00827,0.003391813076930065
TEST_00828,0.579752644396287
TEST_00829,0.4495451362118904
TEST_00830,0.46325820672638374
TEST_00831,0.598953408637905
TEST_00832,0.09210617774493955
TEST_00833,0.001486960404274611
TEST_00834,0.47470624890511603
TEST_00835,0.389108674269129
TEST_00836,0.4185546290910631
TEST_00837,0.4411651813567341
TEST_00838,0.5010068864313357
TEST_00839,0.47112695491154244
TEST_00840,0.0013908218422981505
TEST_00841,0.5834381678071023
TEST_00842,0.5027636193922569
TEST_00843,0.5418272557744681
TEST_00844,0.5150960372159804
TEST_00845,0.48857969101122267
TEST_00846,0.4630534721048648
TEST_00847,0.0017722579787691761
TEST_00848,0.32095067701066937
TEST_00849,0.5774859303915784
TEST_00850,0.49210405470281404
TEST_00851,0.398374112620532
TEST_00852,0.15884963267958557
TEST_00853,0.47937578069724857
TEST_00854,0.5686765955687539
TEST_00855,0.36608003640693887
TEST_00856,0.6217413765778297
TEST_00857,0.5048113092698416
TEST_00858,0.002494384796156701
TEST_00859,0.44633323861706475
TEST_00860,0.6173299708548534
TEST_00861,0.5123098084793436
TEST_00862,0.5050541185318058
TEST_00863,0.4553421541201208
TEST_00864,0.3715301555943349
TEST_00865,0.0035528153121641743
TEST_00866,0.2235351763263233
TEST_00867,0.6021914374018325
TEST_00868,0.6298489463739436
TEST_00869,0.31220427353366975
TEST_00870,0.5529039219500055
TEST_00871,0.2707272736781043
